Country,Month,Total Passengers
Mexico,10/01/2019,2113061
Japan,10/01/2019,881302
Hong Kong,10/01/2019,252772
Ireland,10/01/2019,336383
Cayman Islands,10/01/2019,56507
Italy,10/01/2019,440058
Argentina,10/01/2019,147572
Guatemala,10/01/2019,94366
Brazil,10/01/2019,358414
Bahamas,10/01/2019,164048
Belgium,10/01/2019,86757
Antilles,10/01/2019,53425
Germany,10/01/2019,996067
France,10/01/2019,789432
Russia,10/01/2019,81127
Trinidad and Tobago,10/01/2019,76180
Israel,10/01/2019,149717
Australia,10/01/2019,270237
New Zealand,10/01/2019,83773
Taiwan,10/01/2019,252828
Philippines,10/01/2019,84188
Costa Rica,09/01/2019,155529
Haiti,09/01/2019,64258
Japan,09/01/2019,927324
Turkey,09/01/2019,190199
Peru,09/01/2019,152919
United Kingdom,09/01/2019,1862285
Jamaica,09/01/2019,267182
Panama,09/01/2019,276684
Switzerland,09/01/2019,229190
United Arab Emirates,09/01/2019,293879
El Salvador,09/01/2019,161460
Honduras,09/01/2019,68490
Dominican Republic,09/01/2019,444482
Ecuador,09/01/2019,87234
Chile,09/01/2019,87060
Spain,09/01/2019,517874
Aruba,09/01/2019,117206
Netherlands,09/01/2019,593282
Colombia,09/01/2019,309030
Mexico,09/01/2019,1804558
Atlantic Ocean,09/01/2019,49776
Hong Kong,09/01/2019,227409
Germany,09/01/2019,1058757
Canada,09/01/2019,2409532
China,09/01/2019,681462
Iceland,09/01/2019,149226
South Korea,09/01/2019,470822
Antilles,09/01/2019,41614
Cayman Islands,09/01/2019,46114
Italy,09/01/2019,522616
Argentina,09/01/2019,147399
Guatemala,09/01/2019,85676
Brazil,09/01/2019,330666
Bahamas,09/01/2019,121575
France,09/01/2019,838972
Belgium,09/01/2019,87539
Ireland,09/01/2019,388667
Denmark,09/01/2019,104720
Russia,09/01/2019,115249
Trinidad and Tobago,09/01/2019,75946
Australia,09/01/2019,274067
Israel,09/01/2019,152806
New Zealand,09/01/2019,85734
Taiwan,09/01/2019,230890
Philippines,09/01/2019,100770
Trinidad and Tobago,08/01/2019,109149
Taiwan,08/01/2019,282689
New Zealand,08/01/2019,80073
Philippines,08/01/2019,101876
Denmark,08/01/2019,118664
United Arab Emirates,08/01/2019,368643
Hong Kong,08/01/2019,315642
Australia,08/01/2019,275301
Israel,08/01/2019,179262
Russia,08/01/2019,104927
Ireland,08/01/2019,429217
France,08/01/2019,953835
Belgium,08/01/2019,97562
Bahamas,08/01/2019,341218
Brazil,08/01/2019,359180
Cayman Islands,08/01/2019,97720
Argentina,08/01/2019,153645
Italy,08/01/2019,578631
Antilles,08/01/2019,96209
Iceland,08/01/2019,198917
Netherlands,08/01/2019,644762
Germany,08/01/2019,1143067
Canada,08/01/2019,2981789
China,08/01/2019,835803
Mexico,08/01/2019,2559767
Colombia,08/01/2019,367668
Atlantic Ocean,08/01/2019,82773
Aruba,08/01/2019,162142
Spain,08/01/2019,569808
Dominican Republic,08/01/2019,692372
Honduras,08/01/2019,98490
Panama,08/01/2019,319268
Haiti,08/01/2019,109676
El Salvador,08/01/2019,201780
Switzerland,08/01/2019,269515
Ecuador,08/01/2019,109799
Chile,08/01/2019,95228
Japan,08/01/2019,1019289
Turkey,08/01/2019,201080
South Korea,08/01/2019,541752
Guatemala,08/01/2019,120066
Jamaica,08/01/2019,437577
Costa Rica,08/01/2019,245315
United Kingdom,08/01/2019,2173191
Peru,08/01/2019,167915
Costa Rica,07/01/2019,293110
Peru,07/01/2019,171959
United Kingdom,07/01/2019,2169147
South Korea,07/01/2019,432517
Guatemala,07/01/2019,138552
Jamaica,07/01/2019,480157
Turkey,07/01/2019,200364
Ecuador,07/01/2019,111366
Chile,07/01/2019,98731
Trinidad and Tobago,07/01/2019,100491
Switzerland,07/01/2019,266470
Panama,07/01/2019,366996
Haiti,07/01/2019,106752
El Salvador,07/01/2019,205747
Honduras,07/01/2019,115279
Dominican Republic,07/01/2019,761464
Netherlands,07/01/2019,629195
China,07/01/2019,802183
Iceland,07/01/2019,198563
Atlantic Ocean,07/01/2019,83540
Spain,07/01/2019,561137
Canada,07/01/2019,2930526
Bahamas,07/01/2019,369151
Russia,07/01/2019,116864
Japan,07/01/2019,941037
Germany,07/01/2019,1138750
Aruba,07/01/2019,173922
Argentina,07/01/2019,154957
Ireland,07/01/2019,421786
Brazil,07/01/2019,382491
Cayman Islands,07/01/2019,113560
Italy,07/01/2019,564063
Antilles,07/01/2019,107106
Colombia,07/01/2019,371005
Mexico,07/01/2019,3040612
France,07/01/2019,980580
Belgium,07/01/2019,96173
New Zealand,07/01/2019,95974
Taiwan,07/01/2019,242089
Philippines,07/01/2019,121860
United Arab Emirates,07/01/2019,383096
Denmark,07/01/2019,120470
Israel,07/01/2019,178042
Hong Kong,07/01/2019,346838
Australia,07/01/2019,299566
Jamaica,06/01/2019,408445
Turkey,06/01/2019,189586
Costa Rica,06/01/2019,266207
Peru,06/01/2019,178067
United Kingdom,06/01/2019,2074264
Brazil,06/01/2019,345701
Cayman Islands,06/01/2019,101752
South Korea,06/01/2019,542516
Guatemala,06/01/2019,129139
El Salvador,06/01/2019,192015
Honduras,06/01/2019,98263
Dominican Republic,06/01/2019,762039
Ecuador,06/01/2019,97338
Panama,06/01/2019,319983
Haiti,06/01/2019,77166
Iceland,06/01/2019,203973
Italy,06/01/2019,557704
Germany,06/01/2019,1077031
Taiwan,06/01/2019,239494
China,06/01/2019,790016
Japan,06/01/2019,924301
Canada,06/01/2019,2745849
Chile,06/01/2019,92399
Mexico,06/01/2019,2867000
Ireland,06/01/2019,419441
Bahamas,06/01/2019,336684
Belgium,06/01/2019,92533
Antilles,06/01/2019,88840
Argentina,06/01/2019,142909
France,06/01/2019,918500
Aruba,06/01/2019,157013
Netherlands,06/01/2019,624149
Colombia,06/01/2019,348638
Atlantic Ocean,06/01/2019,75304
Spain,06/01/2019,547222
Switzerland,06/01/2019,250011
Russia,06/01/2019,93659
United Arab Emirates,06/01/2019,364400
Australia,06/01/2019,280513
Trinidad and Tobago,06/01/2019,85488
Israel,06/01/2019,172467
Denmark,06/01/2019,121713
Hong Kong,06/01/2019,336490
New Zealand,06/01/2019,75827
Philippines,06/01/2019,116715
Peru,05/01/2019,178003
United Kingdom,05/01/2019,2004413
Costa Rica,05/01/2019,222639
Guatemala,05/01/2019,113217
Brazil,05/01/2019,359665
Cayman Islands,05/01/2019,88127
Turkey,05/01/2019,188098
South Korea,05/01/2019,584454
Ecuador,05/01/2019,94105
Chile,05/01/2019,99403
Israel,05/01/2019,147657
Switzerland,05/01/2019,219035
Panama,05/01/2019,302070
Haiti,05/01/2019,83598
El Salvador,05/01/2019,175673
Honduras,05/01/2019,79417
Dominican Republic,05/01/2019,706351
China,05/01/2019,774431
Japan,05/01/2019,893745
Aruba,05/01/2019,140907
Netherlands,05/01/2019,595688
Jamaica,05/01/2019,364074
Canada,05/01/2019,2605661
Mexico,05/01/2019,2518559
Iceland,05/01/2019,144468
Hong Kong,05/01/2019,335507
Germany,05/01/2019,1011021
Ireland,05/01/2019,377638
France,05/01/2019,809495
Italy,05/01/2019,464789
Argentina,05/01/2019,152254
Bahamas,05/01/2019,300012
Colombia,05/01/2019,329529
Atlantic Ocean,05/01/2019,66496
Spain,05/01/2019,466335
Belgium,05/01/2019,87303
Antilles,05/01/2019,87000
Russia,05/01/2019,81263
Australia,05/01/2019,283988
United Arab Emirates,05/01/2019,304624
Denmark,05/01/2019,95193
New Zealand,05/01/2019,78118
Taiwan,05/01/2019,263319
Trinidad and Tobago,05/01/2019,80819
Philippines,05/01/2019,117524
Costa Rica,04/01/2019,267961
Peru,04/01/2019,157906
Haiti,04/01/2019,76289
United Kingdom,04/01/2019,1829948
Turkey,04/01/2019,170671
Jamaica,04/01/2019,371637
Iceland,04/01/2019,104199
Ecuador,04/01/2019,94450
Switzerland,04/01/2019,196569
Hong Kong,04/01/2019,305170
China,04/01/2019,701837
Panama,04/01/2019,292290
Chile,04/01/2019,89107
El Salvador,04/01/2019,178582
Honduras,04/01/2019,81467
Guatemala,04/01/2019,129055
Netherlands,04/01/2019,540701
Japan,04/01/2019,810967
South Korea,04/01/2019,513232
Atlantic Ocean,04/01/2019,56841
Spain,04/01/2019,393394
Mexico,04/01/2019,2619409
Canada,04/01/2019,2758836
Bahamas,04/01/2019,331894
Dominican Republic,04/01/2019,677600
Aruba,04/01/2019,158683
Argentina,04/01/2019,147610
Germany,04/01/2019,879101
Ireland,04/01/2019,309425
Brazil,04/01/2019,338862
Cayman Islands,04/01/2019,99227
Italy,04/01/2019,360940
Belgium,04/01/2019,84552
Antilles,04/01/2019,93831
Colombia,04/01/2019,327631
France,04/01/2019,737596
Russia,04/01/2019,78233
Venezuela,04/01/2019,10518
Australia,04/01/2019,277156
Trinidad and Tobago,04/01/2019,81453
Denmark,04/01/2019,85901
Israel,04/01/2019,140211
United Arab Emirates,04/01/2019,276393
New Zealand,04/01/2019,85261
Taiwan,04/01/2019,242114
Philippines,04/01/2019,87757
Costa Rica,03/01/2019,332365
Peru,03/01/2019,163239
United Kingdom,03/01/2019,1622227
Haiti,03/01/2019,75909
South Korea,03/01/2019,498990
Guatemala,03/01/2019,124659
Jamaica,03/01/2019,407471
Turkey,03/01/2019,160737
Ecuador,03/01/2019,98258
Denmark,03/01/2019,63034
Dominican Republic,03/01/2019,745776
Panama,03/01/2019,312052
Chile,03/01/2019,105295
El Salvador,03/01/2019,173814
Honduras,03/01/2019,81619
Netherlands,03/01/2019,441492
Bahamas,03/01/2019,361036
Atlantic Ocean,03/01/2019,45224
Spain,03/01/2019,311076
Aruba,03/01/2019,176662
Israel,03/01/2019,122501
Brazil,03/01/2019,402003
Mexico,03/01/2019,2945808
Canada,03/01/2019,2974343
China,03/01/2019,673509
Japan,03/01/2019,961240
Argentina,03/01/2019,154407
Germany,03/01/2019,816526
Ireland,03/01/2019,257286
Cayman Islands,03/01/2019,120090
Italy,03/01/2019,225928
Belgium,03/01/2019,72187
Antilles,03/01/2019,107040
Colombia,03/01/2019,347853
France,03/01/2019,610399
Iceland,03/01/2019,99953
Russia,03/01/2019,58961
Venezuela,03/01/2019,17007
Australia,03/01/2019,267156
Switzerland,03/01/2019,184489
Hong Kong,03/01/2019,340501
United Arab Emirates,03/01/2019,297863
Philippines,03/01/2019,88644
New Zealand,03/01/2019,108235
Taiwan,03/01/2019,251080
Trinidad and Tobago,03/01/2019,79936
Costa Rica,02/01/2019,282656
Spain,02/01/2019,209385
Haiti,02/01/2019,55523
Peru,02/01/2019,149855
Turkey,02/01/2019,134609
United Kingdom,02/01/2019,1212801
Jamaica,02/01/2019,312298
Ecuador,02/01/2019,79141
Ireland,02/01/2019,151393
Chile,02/01/2019,104689
Dominican Republic,02/01/2019,596194
Panama,02/01/2019,275977
China,02/01/2019,605800
El Salvador,02/01/2019,151237
Honduras,02/01/2019,66728
South Korea,02/01/2019,439358
Atlantic Ocean,02/01/2019,34126
Aruba,02/01/2019,143488
Belgium,02/01/2019,49425
Antilles,02/01/2019,82222
Colombia,02/01/2019,298531
Canada,02/01/2019,2461276
Mexico,02/01/2019,2325884
Taiwan,02/01/2019,215299
Netherlands,02/01/2019,322722
Hong Kong,02/01/2019,260311
Japan,02/01/2019,788328
Brazil,02/01/2019,404070
Cayman Islands,02/01/2019,84912
Italy,02/01/2019,132997
Guatemala,02/01/2019,102871
France,02/01/2019,448109
Argentina,02/01/2019,147831
Bahamas,02/01/2019,272007
Germany,02/01/2019,566262
Switzerland,02/01/2019,137843
Venezuela,02/01/2019,22705
Australia,02/01/2019,235374
Denmark,02/01/2019,46933
Iceland,02/01/2019,64621
United Arab Emirates,02/01/2019,252853
Israel,02/01/2019,99318
Trinidad and Tobago,02/01/2019,62538
New Zealand,02/01/2019,100100
Philippines,02/01/2019,90865
Russia,02/01/2019,47241
Haiti,01/01/2019,100123
Dominican Republic,01/01/2019,676777
Panama,01/01/2019,340988
Spain,01/01/2019,245148
United Kingdom,01/01/2019,1385509
Jamaica,01/01/2019,356839
Peru,01/01/2019,165736
Costa Rica,01/01/2019,330215
China,01/01/2019,721491
Ireland,01/01/2019,182515
Iceland,01/01/2019,125190
Hong Kong,01/01/2019,369233
United Arab Emirates,01/01/2019,318495
Chile,01/01/2019,115858
El Salvador,01/01/2019,194470
Honduras,01/01/2019,91084
Ecuador,01/01/2019,93677
Atlantic Ocean,01/01/2019,34237
Argentina,01/01/2019,162437
Colombia,01/01/2019,377209
Netherlands,01/01/2019,372159
Aruba,01/01/2019,148563
Belgium,01/01/2019,56844
France,01/01/2019,525608
Germany,01/01/2019,672654
Antilles,01/01/2019,85375
Italy,01/01/2019,173773
Guatemala,01/01/2019,140252
Mexico,01/01/2019,2677119
Turkey,01/01/2019,154458
Japan,01/01/2019,858615
Bahamas,01/01/2019,261660
Cayman Islands,01/01/2019,91883
Canada,01/01/2019,2470649
Brazil,01/01/2019,534071
South Korea,01/01/2019,524035
Russia,01/01/2019,57701
Venezuela,01/01/2019,33878
Denmark,01/01/2019,58212
Switzerland,01/01/2019,169302
Israel,01/01/2019,122784
Australia,01/01/2019,315388
Philippines,01/01/2019,113191
New Zealand,01/01/2019,124812
Taiwan,01/01/2019,280136
Trinidad and Tobago,01/01/2019,74526
Iceland,12/01/2018,148339
United Arab Emirates,12/01/2018,322398
Israel,12/01/2018,117560
Switzerland,12/01/2018,195287
Australia,12/01/2018,305772
Honduras,12/01/2018,95008
El Salvador,12/01/2018,195949
Dominican Republic,12/01/2018,631092
China,12/01/2018,706722
Chile,12/01/2018,99792
Ecuador,12/01/2018,98705
New Zealand,12/01/2018,117850
Philippines,12/01/2018,100483
Denmark,12/01/2018,62020
Trinidad and Tobago,12/01/2018,91311
Belgium,12/01/2018,67112
Colombia,12/01/2018,380039
Antilles,12/01/2018,78003
France,12/01/2018,595764
Germany,12/01/2018,763983
Bahamas,12/01/2018,278590
Ireland,12/01/2018,243046
Hong Kong,12/01/2018,339258
Japan,12/01/2018,864366
Mexico,12/01/2018,2837900
Canada,12/01/2018,2565968
Taiwan,12/01/2018,253461
Aruba,12/01/2018,146290
Atlantic Ocean,12/01/2018,46000
Netherlands,12/01/2018,418972
Argentina,12/01/2018,146856
Costa Rica,12/01/2018,289230
United Kingdom,12/01/2018,1582021
Peru,12/01/2018,161918
Spain,12/01/2018,285645
Panama,12/01/2018,339703
Haiti,12/01/2018,92979
Brazil,12/01/2018,491016
Guatemala,12/01/2018,163527
Italy,12/01/2018,210624
Cayman Islands,12/01/2018,97118
Jamaica,12/01/2018,371404
South Korea,12/01/2018,523871
Turkey,12/01/2018,159007
Russia,12/01/2018,62179
Venezuela,12/01/2018,38125
China,11/01/2018,612317
Japan,11/01/2018,849664
Atlantic Ocean,11/01/2018,50321
Dominican Republic,11/01/2018,513230
Russia,11/01/2018,58828
Bahamas,11/01/2018,226138
Costa Rica,11/01/2018,196506
Guatemala,11/01/2018,145082
Colombia,11/01/2018,326620
Ecuador,11/01/2018,92255
Mexico,11/01/2018,2406278
Trinidad and Tobago,11/01/2018,72220
Philippines,11/01/2018,82052
Canada,11/01/2018,2459272
Honduras,11/01/2018,70417
El Salvador,11/01/2018,177327
Jamaica,11/01/2018,303641
Taiwan,11/01/2018,249565
New Zealand,11/01/2018,93301
Netherlands,11/01/2018,405844
Denmark,11/01/2018,61436
Chile,11/01/2018,85530
Iceland,11/01/2018,170593
Switzerland,11/01/2018,172299
Ireland,11/01/2018,261522
Australia,11/01/2018,264759
United Arab Emirates,11/01/2018,271235
Hong Kong,11/01/2018,317880
Israel,11/01/2018,123605
Panama,11/01/2018,288803
Germany,11/01/2018,743137
Argentina,11/01/2018,128041
Brazil,11/01/2018,397868
Italy,11/01/2018,201861
Aruba,11/01/2018,127680
Antilles,11/01/2018,55623
France,11/01/2018,581352
Belgium,11/01/2018,66343
Cayman Islands,11/01/2018,78857
Peru,11/01/2018,150457
Spain,11/01/2018,275525
Haiti,11/01/2018,77442
South Korea,11/01/2018,476358
Turkey,11/01/2018,152892
United Kingdom,11/01/2018,1542810
Venezuela,11/01/2018,32943
Netherlands,10/01/2018,529090
Spain,10/01/2018,411832
Antilles,10/01/2018,42073
Aruba,10/01/2018,116273
Atlantic Ocean,10/01/2018,54705
Hong Kong,10/01/2018,321531
Canada,10/01/2018,2597009
China,10/01/2018,706913
Japan,10/01/2018,866717
Belgium,10/01/2018,83624
Italy,10/01/2018,368071
Argentina,10/01/2018,131447
Bahamas,10/01/2018,179198
Cayman Islands,10/01/2018,57656
Germany,10/01/2018,926787
France,10/01/2018,748257
Ireland,10/01/2018,341139
Colombia,10/01/2018,298254
Russia,10/01/2018,69389
Mexico,10/01/2018,2095593
Trinidad and Tobago,10/01/2018,66828
Philippines,10/01/2018,65836
New Zealand,10/01/2018,86382
Taiwan,10/01/2018,243373
Guatemala,10/01/2018,96999
Israel,10/01/2018,148483
Australia,10/01/2018,284762
Switzerland,10/01/2018,229478
United Arab Emirates,10/01/2018,277371
Denmark,10/01/2018,92998
Iceland,10/01/2018,246179
Peru,10/01/2018,158119
United Kingdom,10/01/2018,1931048
Costa Rica,10/01/2018,148482
Jamaica,10/01/2018,274505
South Korea,10/01/2018,552411
Turkey,10/01/2018,182927
Chile,10/01/2018,86103
El Salvador,10/01/2018,156446
Ecuador,10/01/2018,91370
Honduras,10/01/2018,66237
Haiti,10/01/2018,81059
Dominican Republic,10/01/2018,462098
Panama,10/01/2018,276531
Venezuela,10/01/2018,32066
Brazil,10/01/2018,370777
Switzerland,09/01/2018,236794
China,09/01/2018,711136
Spain,09/01/2018,451625
Netherlands,09/01/2018,546977
Russia,09/01/2018,91802
Aruba,09/01/2018,106947
Chile,09/01/2018,83327
Iceland,09/01/2018,305304
Germany,09/01/2018,1014288
Atlantic Ocean,09/01/2018,53945
Argentina,09/01/2018,132003
Ireland,09/01/2018,380851
Italy,09/01/2018,451092
Belgium,09/01/2018,82762
Antilles,09/01/2018,35140
France,09/01/2018,780490
Colombia,09/01/2018,296209
Trinidad and Tobago,09/01/2018,69080
Philippines,09/01/2018,64915
Mexico,09/01/2018,1791146
Canada,09/01/2018,2514491
Taiwan,09/01/2018,236321
New Zealand,09/01/2018,86379
Hong Kong,09/01/2018,297157
United Arab Emirates,09/01/2018,317700
Israel,09/01/2018,116349
Denmark,09/01/2018,99213
Ecuador,09/01/2018,95675
Australia,09/01/2018,276934
El Salvador,09/01/2018,150708
Turkey,09/01/2018,186682
United Kingdom,09/01/2018,1903941
Jamaica,09/01/2018,253330
Bahamas,09/01/2018,144946
Cayman Islands,09/01/2018,44788
Guatemala,09/01/2018,82428
Brazil,09/01/2018,372499
Peru,09/01/2018,151961
Panama,09/01/2018,272999
Honduras,09/01/2018,66293
Dominican Republic,09/01/2018,462935
Haiti,09/01/2018,86363
Costa Rica,09/01/2018,144154
South Korea,09/01/2018,528622
Japan,09/01/2018,865017
Venezuela,09/01/2018,34342
United Arab Emirates,08/01/2018,374901
Denmark,08/01/2018,117992
Israel,08/01/2018,160662
Australia,08/01/2018,264410
China,08/01/2018,838760
Honduras,08/01/2018,92735
Panama,08/01/2018,327857
El Salvador,08/01/2018,185288
Switzerland,08/01/2018,276534
Ecuador,08/01/2018,116696
New Zealand,08/01/2018,77459
Taiwan,08/01/2018,274806
Trinidad and Tobago,08/01/2018,97812
Philippines,08/01/2018,86758
Haiti,08/01/2018,135600
Aruba,08/01/2018,136352
Russia,08/01/2018,95200
Netherlands,08/01/2018,599626
Spain,08/01/2018,498705
Antilles,08/01/2018,51989
Belgium,08/01/2018,101954
Atlantic Ocean,08/01/2018,87938
Mexico,08/01/2018,2584240
Iceland,08/01/2018,396164
Canada,08/01/2018,2987424
Chile,08/01/2018,91770
Colombia,08/01/2018,340076
Dominican Republic,08/01/2018,700272
Bahamas,08/01/2018,304291
Japan,08/01/2018,990730
South Korea,08/01/2018,590866
Germany,08/01/2018,1108312
Hong Kong,08/01/2018,372253
Jamaica,08/01/2018,414827
United Kingdom,08/01/2018,2144150
Turkey,08/01/2018,199313
Peru,08/01/2018,171536
Costa Rica,08/01/2018,231965
Ireland,08/01/2018,425314
Argentina,08/01/2018,136948
France,08/01/2018,913270
Italy,08/01/2018,506183
Guatemala,08/01/2018,116475
Cayman Islands,08/01/2018,88430
Brazil,08/01/2018,411454
Venezuela,08/01/2018,34372
Denmark,07/01/2018,124237
United Arab Emirates,07/01/2018,409308
Israel,07/01/2018,148756
Hong Kong,07/01/2018,378109
Switzerland,07/01/2018,268790
Haiti,07/01/2018,126089
Panama,07/01/2018,352989
Ecuador,07/01/2018,112894
Chile,07/01/2018,101888
Australia,07/01/2018,288651
Taiwan,07/01/2018,269149
New Zealand,07/01/2018,93733
Philippines,07/01/2018,95167
Trinidad and Tobago,07/01/2018,93742
Ireland,07/01/2018,419053
Japan,07/01/2018,927558
Germany,07/01/2018,1112043
Iceland,07/01/2018,347466
South Korea,07/01/2018,638931
France,07/01/2018,935069
Netherlands,07/01/2018,583798
China,07/01/2018,780264
Russia,07/01/2018,97460
Bahamas,07/01/2018,331415
Jamaica,07/01/2018,455381
Colombia,07/01/2018,353961
Mexico,07/01/2018,3067783
Canada,07/01/2018,2914493
Guatemala,07/01/2018,130685
Honduras,07/01/2018,110688
Dominican Republic,07/01/2018,811549
El Salvador,07/01/2018,181298
Turkey,07/01/2018,199331
Brazil,07/01/2018,444655
Costa Rica,07/01/2018,279497
United Kingdom,07/01/2018,2187056
Peru,07/01/2018,168190
Cayman Islands,07/01/2018,105056
Atlantic Ocean,07/01/2018,84761
Antilles,07/01/2018,55614
Aruba,07/01/2018,153911
Spain,07/01/2018,496041
Belgium,07/01/2018,97924
Argentina,07/01/2018,144374
Italy,07/01/2018,507954
Venezuela,07/01/2018,33252
El Salvador,06/01/2018,157780
Haiti,06/01/2018,120340
